Measurement file name;pun213703(lying down).scco
Measurement name;Measurement;;;Measurement;;;Measurement;;;Measurement;;
Date;3/1/2022;;;3/1/2022;;;3/1/2022;;;3/1/2022;;
Time;1:23:56 PM;;;1:23:56 PM;;;1:23:56 PM;;;1:23:56 PM;;
Channel name;S/N 1947158622;;;S/N 1947158622;;;S/N 1948131903;;;S/N 1948131903;;
Unit;bar;;;°C;;;L/min;;;°C;;
Channel index;Channel A1;;;Channel A2;;;Channel A3;;;Channel A4;;
Time [s] / Points;MIN value;MAX value;ACT value;MIN value;MAX value;ACT value;MIN value;MAX value;ACT value;MIN value;MAX value;ACT value
00:00:06.420;109.650;120.650;122.370;28.505;28.505;28.505;24.161;24.161;24.161;30.999;30.999;30.999
00:00:06.430;120.570;125.490;119.450;28.505;28.505;28.505;24.161;24.161;24.161;30.999;30.999;30.999
00:00:06.440;117.970;125.090;126.290;28.505;28.505;28.505;22.950;24.161;22.950;30.999;30.999;30.999
00:00:06.450;119.250;130.290;114.850;28.505;28.505;28.505;22.950;22.950;22.950;30.999;30.999;30.999
00:00:06.460;111.170;121.090;121.890;28.505;28.505;28.505;22.950;22.950;22.950;30.999;30.999;30.999
00:00:06.470;117.450;123.170;116.650;28.505;28.505;28.505;22.950;22.950;22.950;30.999;30.999;30.999
00:00:06.480;116.450;127.730;128.610;28.505;28.505;28.505;22.950;22.950;22.950;30.999;30.999;30.999
00:00:06.490;117.970;131.090;113.690;28.505;28.505;28.505;22.253;22.950;22.253;30.999;30.999;30.999
00:00:06.500;110.530;120.810;121.890;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.510;117.650;123.890;117.650;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.520;115.970;124.690;125.370;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.530;118.850;130.410;115.770;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.540;113.370;121.890;122.570;28.505;28.505;28.505;22.253;23.411;23.411;30.999;30.999;30.999
00:00:06.550;118.770;122.770;117.850;28.505;28.505;28.505;23.411;23.411;23.411;30.999;30.999;30.999
00:00:06.560;116.770;124.290;125.370;28.505;28.505;28.505;23.411;23.411;23.411;30.999;30.999;30.999
00:00:06.570;111.890;128.010;112.770;28.505;28.505;28.505;23.411;23.411;23.411;30.999;30.999;30.999
00:00:06.580;109.050;122.890;124.290;28.505;28.505;28.505;23.411;23.411;23.411;30.999;30.999;30.999
00:00:06.590;119.570;125.770;118.050;28.505;28.505;28.505;23.411;23.993;23.993;30.999;30.999;30.999
00:00:06.600;117.250;125.690;126.290;28.505;28.505;28.505;23.993;23.993;23.993;30.999;30.999;30.999
00:00:06.610;116.170;129.810;112.570;28.505;28.505;28.505;23.993;23.993;23.993;30.999;30.999;30.999
00:00:06.620;110.130;121.210;121.610;28.505;28.505;28.505;23.993;23.993;23.993;30.999;30.999;30.999
00:00:06.630;117.850;122.170;117.450;28.505;28.505;28.505;23.993;23.993;23.993;30.999;30.999;30.999
00:00:06.640;117.650;127.530;128.210;28.505;28.505;28.505;22.721;23.993;22.721;30.999;30.999;30.999
00:00:06.650;113.690;129.890;114.170;28.505;28.505;28.505;22.721;22.721;22.721;30.999;30.999;30.999
00:00:06.660;110.250;121.090;121.890;28.505;28.505;28.505;22.721;22.721;22.721;30.999;30.999;30.999
00:00:06.670;116.370;123.170;116.370;28.505;28.505;28.505;22.721;22.721;22.721;30.999;30.999;30.999
00:00:06.680;115.850;124.690;126.490;28.505;28.505;28.505;22.721;22.721;22.721;30.999;30.999;30.999
00:00:06.690;115.050;130.010;115.450;28.505;28.505;28.505;22.253;22.721;22.253;30.999;30.999;30.999
00:00:06.700;112.890;121.690;121.970;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.710;117.770;123.290;116.650;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.720;116.370;124.570;125.570;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.730;111.290;127.530;112.090;28.505;28.505;28.505;22.253;22.253;22.253;30.999;30.999;30.999
00:00:06.740;108.650;123.770;123.290;28.505;28.505;28.505;22.253;23.453;23.453;30.999;30.999;30.999
00:00:06.750;117.170;125.490;116.370;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.760;116.650;125.890;127.170;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.770;112.090;129.330;111.290;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.780;109.650;121.010;121.090;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.790;117.650;121.490;117.650;28.505;28.505;28.505;23.453;23.820;23.820;30.999;30.999;30.999
00:00:06.800;118.050;127.530;128.130;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:06.810;113.290;129.010;110.130;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:06.820;111.490;121.490;120.650;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:06.830;116.050;122.690;115.370;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:06.840;115.450;124.690;126.770;28.505;28.505;28.505;23.100;23.820;23.100;30.999;30.999;30.999
00:00:06.850;114.650;130.090;115.370;28.505;28.505;28.505;23.100;23.100;23.100;30.999;30.999;30.999
00:00:06.860;114.290;121.410;121.290;28.505;28.505;28.505;23.100;23.100;23.100;30.999;30.999;30.999
00:00:06.870;116.450;122.490;116.170;28.505;28.505;28.505;23.100;23.100;23.100;30.999;30.999;30.999
00:00:06.880;116.370;124.490;125.490;28.505;28.505;28.505;23.100;23.100;23.100;30.999;30.999;30.999
00:00:06.890;111.370;127.610;108.450;28.505;28.505;28.505;22.301;23.100;22.301;30.999;30.999;30.999
00:00:06.900;110.770;123.570;122.770;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:06.910;115.970;125.090;116.170;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:06.920;117.170;126.570;127.090;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:06.930;111.290;128.810;109.250;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:06.940;111.090;120.570;120.450;28.505;28.505;28.505;22.301;23.453;23.453;30.999;30.999;30.999
00:00:06.950;118.050;120.890;118.050;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.960;118.570;127.370;128.130;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.970;110.450;128.930;111.370;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.980;112.890;121.210;122.570;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:06.990;115.370;121.410;115.450;28.505;28.505;28.505;23.453;23.843;23.843;30.999;30.999;30.999
00:00:07;116.570;127.730;129.210;28.505;28.505;28.505;23.843;23.843;23.843;30.999;30.999;30.999
00:00:07.010;113.170;130.810;112.490;28.505;28.505;28.505;23.843;23.843;23.843;30.999;30.999;30.999
00:00:07.020;113.890;122.690;122.690;28.505;28.505;28.505;23.843;23.843;23.843;30.999;30.999;30.999
00:00:07.030;115.970;121.690;116.370;28.505;28.505;28.505;23.843;23.843;23.843;30.999;30.999;30.999
00:00:07.040;117.450;126.170;127.170;28.505;28.505;28.505;22.991;23.843;22.991;30.999;30.999;30.999
00:00:07.050;108.930;127.370;111.370;28.505;28.505;28.505;22.991;22.991;22.991;30.999;30.999;30.999
00:00:07.060;113.490;123.690;124.890;28.505;28.505;28.505;22.991;22.991;22.991;30.999;30.999;30.999
00:00:07.070;115.570;123.570;115.770;28.505;28.505;28.505;22.991;22.991;22.991;30.999;30.999;30.999
00:00:07.080;116.850;127.170;128.410;28.505;28.505;28.505;22.991;22.991;22.991;30.999;30.999;30.999
00:00:07.090;108.850;128.410;110.770;28.505;28.505;28.505;22.320;22.991;22.320;30.999;30.999;30.999
00:00:07.100;112.370;120.170;121.210;28.505;28.505;28.505;22.320;22.320;22.320;30.999;30.999;30.999
00:00:07.110;117.850;121.090;118.370;28.505;28.505;28.505;22.320;22.320;22.320;30.999;30.999;30.999
00:00:07.120;119.370;126.890;127.530;28.505;28.505;28.505;22.320;22.320;22.320;30.999;30.999;30.999
00:00:07.130;110.690;128.530;112.170;28.505;28.505;28.505;22.320;22.320;22.320;30.999;30.999;30.999
00:00:07.140;112.170;121.610;121.090;28.505;28.505;28.505;22.320;23.351;23.351;30.999;30.999;30.999
00:00:07.150;114.970;120.570;115.370;28.505;28.505;28.505;23.351;23.351;23.351;30.999;30.999;30.999
00:00:07.160;116.650;129.210;130.410;28.505;28.505;28.505;23.351;23.351;23.351;30.999;30.999;30.999
00:00:07.170;112.290;131.610;112.090;28.505;28.505;28.505;23.351;23.351;23.351;30.999;30.999;30.999
00:00:07.180;113.170;123.170;123.170;28.505;28.505;28.505;23.351;23.351;23.351;30.999;30.999;30.999
00:00:07.190;115.850;121.970;116.170;28.505;28.505;28.505;23.351;23.801;23.801;30.999;30.999;30.999
00:00:07.200;117.250;126.570;127.290;28.505;28.505;28.505;23.801;23.801;23.801;30.999;30.999;30.999
00:00:07.210;110.770;126.970;113.170;28.505;28.505;28.505;23.801;23.801;23.801;30.999;30.999;30.999
00:00:07.220;115.050;123.690;124.770;28.505;28.505;28.505;23.801;23.801;23.801;30.999;30.999;30.999
00:00:07.230;115.770;122.690;116.250;28.505;28.505;28.505;23.801;23.801;23.801;30.999;30.999;30.999
00:00:07.240;117.450;127.290;128.610;28.505;28.505;28.505;22.751;23.801;22.751;30.999;30.999;30.999
00:00:07.250;109.130;128.610;111.090;28.505;28.505;28.505;22.751;22.751;22.751;30.999;30.999;30.999
00:00:07.260;112.690;121.490;122.090;28.505;28.505;28.505;22.751;22.751;22.751;30.999;30.999;30.999
00:00:07.270;117.850;122.490;118.570;28.505;28.505;28.505;22.751;22.751;22.751;30.999;30.999;30.999
00:00:07.280;119.650;127.090;127.610;28.505;28.505;28.505;22.751;22.751;22.751;30.999;30.999;30.999
00:00:07.290;109.450;127.930;111.290;28.505;28.505;28.505;22.080;22.751;22.080;30.999;30.999;30.999
00:00:07.300;112.570;120.810;121.810;28.505;28.505;28.505;22.080;22.080;22.080;30.999;30.999;30.999
00:00:07.310;114.450;120.890;115.770;28.505;28.505;28.505;22.080;22.080;22.080;30.999;30.999;30.999
00:00:07.320;115.770;129.810;131.090;28.505;28.505;28.505;22.080;22.080;22.080;30.999;30.999;30.999
00:00:07.330;110.450;129.330;112.290;28.505;28.505;28.505;22.080;22.080;22.080;30.999;30.999;30.999
00:00:07.340;113.490;121.890;121.690;28.505;28.505;28.505;22.080;23.651;23.651;30.999;30.999;30.999
00:00:07.350;115.050;121.610;115.570;28.505;28.505;28.505;23.651;23.651;23.651;30.999;30.999;30.999
00:00:07.360;116.450;126.570;126.570;28.505;28.505;28.505;23.651;23.651;23.651;30.999;30.999;30.999
00:00:07.370;111.490;127.370;114.770;28.505;28.505;28.505;23.651;23.651;23.651;30.999;30.999;30.999
00:00:07.380;116.450;123.970;122.370;28.505;28.505;28.505;23.651;23.651;23.651;30.999;30.999;30.999
00:00:07.390;115.770;121.490;116.970;28.505;28.505;28.505;23.610;23.651;23.610;30.999;30.999;30.999
00:00:07.400;118.170;126.570;127.810;28.505;28.505;28.505;23.610;23.610;23.610;30.999;30.999;30.999
00:00:07.410;108.730;125.970;110.330;28.505;28.505;28.505;23.610;23.610;23.610;30.999;30.999;30.999
00:00:07.420;111.890;123.170;122.570;28.505;28.505;28.505;23.610;23.610;23.610;30.999;30.999;30.999
00:00:07.430;117.370;122.290;118.370;28.505;28.505;28.505;23.610;23.610;23.610;30.999;30.999;30.999
00:00:07.440;119.450;127.090;128.810;28.505;28.505;28.505;22.770;23.610;22.770;30.999;30.999;30.999
00:00:07.450;109.530;126.890;111.290;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.460;112.570;121.210;120.450;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.470;114.090;120.250;117.170;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.480;117.170;129.490;130.410;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.490;110.250;128.410;112.290;28.505;28.505;28.505;22.103;22.770;22.103;30.999;30.999;30.999
00:00:07.500;113.890;122.370;121.490;28.505;28.505;28.505;22.103;22.103;22.103;30.999;30.999;30.999
00:00:07.510;114.770;120.810;115.370;28.505;28.505;28.505;22.103;22.103;22.103;30.999;30.999;30.999
00:00:07.520;116.850;126.690;126.690;28.505;28.505;28.505;22.103;22.103;22.103;30.999;30.999;30.999
00:00:07.530;111.570;126.370;114.850;28.505;28.505;28.505;22.103;22.103;22.103;30.999;30.999;30.999
00:00:07.540;116.650;122.970;121.610;28.505;28.505;28.505;22.103;23.453;23.453;30.999;30.999;30.999
00:00:07.550;115.770;121.010;117.170;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:07.560;118.570;126.570;127.370;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:07.570;108.330;125.370;110.970;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:07.580;112.570;123.970;123.290;28.505;28.505;28.505;23.453;23.453;23.453;30.999;30.999;30.999
00:00:07.590;117.250;122.890;117.370;28.505;28.505;28.505;23.453;23.730;23.730;30.999;30.999;30.999
00:00:07.600;118.370;128.010;127.610;28.505;28.505;28.505;23.730;23.730;23.730;30.999;30.999;30.999
00:00:07.610;108.930;126.290;112.490;28.505;28.505;28.505;23.730;23.730;23.730;30.999;30.999;30.999
00:00:07.620;113.890;121.970;120.570;28.505;28.505;28.505;23.730;23.730;23.730;30.999;30.999;30.999
00:00:07.630;114.650;120.050;117.450;28.505;28.505;28.505;23.730;23.730;23.730;30.999;30.999;30.999
00:00:07.640;119.570;129.210;130.290;28.505;28.505;28.505;22.530;23.730;22.530;30.999;30.999;30.999
00:00:07.650;110.130;128.210;113.370;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:07.660;115.370;121.970;120.810;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:07.670;114.850;120.450;116.570;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:07.680;118.370;126.570;127.930;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:07.690;112.490;126.770;114.850;28.505;28.505;28.505;22.440;22.530;22.440;30.999;30.999;30.999
00:00:07.700;116.370;122.890;121.090;28.505;28.505;28.505;22.440;22.440;22.440;30.999;30.999;30.999
00:00:07.710;115.970;121.090;117.850;28.505;28.505;28.505;22.440;22.440;22.440;30.999;30.999;30.999
00:00:07.720;119.650;127.370;126.290;28.505;28.505;28.505;22.440;22.440;22.440;30.999;30.999;30.999
00:00:07.730;108.650;125.090;111.970;28.505;28.505;28.505;22.440;22.440;22.440;30.999;30.999;30.999
00:00:07.740;113.570;124.370;123.490;28.505;28.505;28.505;22.440;23.771;23.771;30.999;30.999;30.999
00:00:07.750;116.650;123.090;117.570;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:07.760;118.770;129.210;127.170;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:07.770;109.850;125.490;112.970;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:07.780;114.770;121.810;120.570;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:07.790;116.570;119.970;119.850;28.505;28.505;28.505;23.573;23.771;23.573;30.999;30.999;30.999
00:00:07.800;121.970;129.410;129.690;28.505;28.505;28.505;23.573;23.573;23.573;30.999;30.999;30.999
00:00:07.810;110.130;127.610;114.770;28.505;28.505;28.505;23.573;23.573;23.573;30.999;30.999;30.999
00:00:07.820;116.450;122.970;121.290;28.505;28.505;28.505;23.573;23.573;23.573;30.999;30.999;30.999
00:00:07.830;115.650;120.650;118.370;28.505;28.505;28.505;23.573;23.573;23.573;30.999;30.999;30.999
00:00:07.840;119.770;129.890;128.530;28.505;28.505;28.505;22.680;23.573;22.680;30.999;30.999;30.999
00:00:07.850;113.170;126.770;116.450;28.505;28.505;28.505;22.680;22.680;22.680;30.999;30.999;30.999
00:00:07.860;117.650;122.690;121.690;28.505;28.505;28.505;22.680;22.680;22.680;30.999;30.999;30.999
00:00:07.870;116.250;121.410;118.170;28.505;28.505;28.505;22.680;22.680;22.680;30.999;30.999;30.999
00:00:07.880;119.850;128.330;126.490;28.505;28.505;28.505;22.680;22.680;22.680;30.999;30.999;30.999
00:00:07.890;108.650;123.970;114.850;28.505;28.505;28.505;22.680;22.770;22.770;30.999;30.999;30.999
00:00:07.900;117.370;125.970;124.090;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.910;116.850;123.370;118.970;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.920;120.890;129.130;128.130;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.930;109.650;126.570;114.850;28.505;28.505;28.505;22.770;22.770;22.770;30.999;30.999;30.999
00:00:07.940;114.850;122.770;121.010;28.505;28.505;28.505;22.770;23.820;23.820;30.999;30.999;30.999
00:00:07.950;118.770;120.650;122.170;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:07.960;123.690;130.490;128.610;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:07.970;111.090;126.890;114.450;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:07.980;116.250;123.090;122.170;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:07.990;116.050;121.490;118.850;28.505;28.505;28.505;23.681;23.820;23.681;30.999;30.999;30.999
00:00:08;120.250;132.210;130.210;28.505;28.505;28.505;23.681;23.681;23.681;30.999;30.999;30.999
00:00:08.010;113.170;128.210;115.970;28.505;28.505;28.505;23.681;23.681;23.681;30.999;30.999;30.999
00:00:08.020;117.370;124.090;122.370;28.505;28.505;28.505;23.681;23.681;23.681;30.999;30.999;30.999
00:00:08.030;116.850;122.370;119.050;28.505;28.505;28.505;23.681;23.681;23.681;30.999;30.999;30.999
00:00:08.040;120.570;129.210;127.170;28.505;28.505;28.505;22.980;23.681;22.980;30.999;30.999;30.999
00:00:08.050;110.890;124.490;117.450;28.505;28.505;28.505;22.980;22.980;22.980;30.999;30.999;30.999
00:00:08.060;119.770;126.290;123.770;28.505;28.505;28.505;22.980;22.980;22.980;30.999;30.999;30.999
00:00:08.070;117.170;122.770;119.970;28.505;28.505;28.505;22.980;22.980;22.980;30.999;30.999;30.999
00:00:08.080;121.610;128.810;128.010;28.505;28.505;28.505;22.980;22.980;22.980;30.999;30.999;30.999
00:00:08.090;110.530;128.010;113.970;28.505;28.505;28.505;22.530;22.980;22.530;30.999;30.999;30.999
00:00:08.100;115.650;122.770;122.690;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:08.110;119.170;122.890;121.410;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:08.120;123.370;129.610;128.610;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:08.130;110.770;127.930;114.090;28.505;28.505;28.505;22.530;22.530;22.530;30.999;30.999;30.999
00:00:08.140;115.650;123.370;122.090;28.505;28.505;28.505;22.530;23.711;23.711;30.999;30.999;30.999
00:00:08.150;115.770;121.810;116.850;28.505;28.505;28.505;23.711;23.711;23.711;30.999;30.999;30.999
00:00:08.160;118.770;132.410;130.410;28.505;28.505;28.505;23.711;23.711;23.711;30.999;30.999;30.999
00:00:08.170;112.090;128.210;114.850;28.505;28.505;28.505;23.711;23.711;23.711;30.999;30.999;30.999
00:00:08.180;116.370;123.770;122.290;28.505;28.505;28.505;23.711;23.711;23.711;30.999;30.999;30.999
00:00:08.190;116.250;121.890;118.170;28.505;28.505;28.505;23.711;23.820;23.820;30.999;30.999;30.999
00:00:08.200;119.570;128.330;128.330;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:08.210;111.890;126.690;117.450;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:08.220;117.450;125.170;121.890;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:08.230;116.570;120.810;119.050;28.505;28.505;28.505;23.820;23.820;23.820;30.999;30.999;30.999
00:00:08.240;121.090;129.410;127.170;28.505;28.505;28.505;22.781;23.820;22.781;30.999;30.999;30.999
00:00:08.250;109.850;127.170;113.290;28.505;28.505;28.505;22.781;22.781;22.781;30.999;30.999;30.999
00:00:08.260;114.970;123.770;123.370;28.505;28.505;28.505;22.781;22.781;22.781;30.999;30.999;30.999
00:00:08.270;118.370;123.290;121.210;28.505;28.505;28.505;22.781;22.781;22.781;30.999;30.999;30.999
00:00:08.280;122.290;129.890;128.010;28.505;28.505;28.505;22.781;22.781;22.781;30.999;30.999;30.999
00:00:08.290;110.690;126.290;114.090;28.505;28.505;28.505;22.301;22.781;22.301;30.999;30.999;30.999
00:00:08.300;115.850;122.370;121.410;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:08.310;114.970;120.890;118.370;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:08.320;120.570;130.810;129.130;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:08.330;110.050;126.290;114.850;28.505;28.505;28.505;22.301;22.301;22.301;30.999;30.999;30.999
00:00:08.340;116.770;123.370;121.690;28.505;28.505;28.505;22.301;23.891;23.891;30.999;30.999;30.999
00:00:08.350;115.570;121.090;117.850;28.505;28.505;28.505;23.891;23.891;23.891;30.999;30.999;30.999
00:00:08.360;119.770;128.130;126.370;28.505;28.505;28.505;23.891;23.891;23.891;30.999;30.999;30.999
00:00:08.370;112.570;125.770;117.570;28.505;28.505;28.505;23.891;23.891;23.891;30.999;30.999;30.999
00:00:08.380;117.570;123.890;122.090;28.505;28.505;28.505;23.891;23.891;23.891;30.999;30.999;30.999
00:00:08.390;116.370;121.290;119.850;28.505;28.505;28.505;23.580;23.891;23.580;30.999;30.999;30.999
00:00:08.400;121.410;128.130;125.890;28.505;28.505;28.505;23.580;23.580;23.580;30.999;30.999;30.999
00:00:08.410;108.650;123.370;113.370;28.505;28.505;28.505;23.580;23.580;23.580;30.999;30.999;30.999
00:00:08.420;115.170;124.770;123.370;28.505;28.505;28.505;23.580;23.580;23.580;30.999;30.999;30.999
00:00:08.430;117.570;122.970;119.250;28.505;28.505;28.505;23.580;23.580;23.580;30.999;30.999;30.999
00:00:08.440;120.570;129.130;127.170;28.505;28.505;28.505;22.511;23.580;22.511;30.999;30.999;30.999
00:00:08.450;109.730;127.170;114.450;28.505;28.505;28.505;22.511;22.511;22.511;30.999;30.999;30.999
00:00:08.460;116.370;122.690;120.810;28.505;28.505;28.505;22.511;22.511;22.511;30.999;30.999;30.999
00:00:08.470;115.650;120.170;120.370;28.505;28.505;28.505;22.511;22.511;22.511;30.999;30.999;30.999
00:00:08.480;122.490;131.090;128.930;28.505;28.505;28.505;22.511;22.511;22.511;30.999;30.999;30.999
00:00:08.490;110.970;126.490;114.290;28.505;28.505;28.505;22.421;22.511;22.421;30.999;30.999;30.999
00:00:08.500;116.050;122.890;121.090;28.505;28.505;28.505;22.421;22.421;22.421;30.999;30.999;30.999
00:00:08.510;115.570;120.370;119.370;28.505;28.505;28.505;22.421;22.421;22.421;30.999;30.999;30.999
00:00:08.520;120.650;127.810;128.010;28.505;28.505;28.505;22.421;22.421;22.421;30.999;30.999;30.999
00:00:08.530;112.970;125.970;118.170;28.505;28.505;28.505;22.421;22.421;22.421;30.999;30.999;30.999
00:00:08.540;118.170;123.290;121.490;28.505;28.505;28.505;22.421;24.060;24.060;30.999;30.999;30.999
00:00:08.550;116.250;121.210;120.050;28.505;28.505;28.505;24.060;24.060;24.060;30.999;30.999;30.999
00:00:08.560;121.410;128.010;125.290;28.505;28.505;28.505;24.060;24.060;24.060;30.999;30.999;30.999
00:00:08.570;109.050;122.690;114.570;28.505;28.505;28.505;24.060;24.060;24.060;30.999;30.999;30.999
00:00:08.580;116.850;125.490;123.490;28.505;28.505;28.505;24.060;24.060;24.060;30.999;30.999;30.999
00:00:08.590;116.850;122.890;119.250;28.505;28.505;28.505;23.543;24.060;23.543;30.999;30.999;30.999
00:00:08.600;121.090;129.690;125.570;28.505;28.505;28.505;23.543;23.543;23.543;30.999;30.999;30.999
00:00:08.610;110.130;125.570;115.050;28.505;28.505;28.505;23.543;23.543;23.543;30.999;30.999;30.999
00:00:08.620;116.970;121.690;120.170;28.505;28.505;28.505;23.543;23.543;23.543;30.999;30.999;30.999
00:00:08.630;116.970;120.250;122.170;28.505;28.505;28.505;23.543;23.543;23.543;30.999;30.999;30.999
00:00:08.640;123.690;130.090;128.130;28.505;28.505;28.505;22.650;23.543;22.650;30.999;30.999;30.999
00:00:08.650;111.090;125.770;114.970;28.505;28.505;28.505;22.650;22.650;22.650;30.999;30.999;30.999
00:00:08.660;116.570;123.370;121.410;28.505;28.505;28.505;22.650;22.650;22.650;30.999;30.999;30.999
00:00:08.670;115.650;120.570;119.850;28.505;28.505;28.505;22.650;22.650;22.650;30.999;30.999;30.999
00:00:08.680;119.850;130.010;126.770;28.505;28.505;28.505;22.650;22.650;22.650;30.999;30.999;30.999
00:00:08.690;112.690;123.890;117.650;28.505;28.505;28.505;22.380;22.650;22.380;30.999;30.999;30.999
00:00:08.700;118.970;123.170;121.410;28.505;28.505;28.505;22.380;22.380;22.380;30.999;30.999;30.999
00:00:08.710;116.650;120.890;120.250;28.505;28.505;28.505;22.380;22.380;22.380;30.999;30.999;30.999
00:00:08.720;121.610;128.010;125.690;28.505;28.505;28.505;22.380;22.380;22.380;30.999;30.999;30.999
00:00:08.730;109.050;122.690;117.770;28.505;28.505;28.505;22.380;22.380;22.380;30.999;30.999;30.999
00:00:08.740;119.850;125.170;122.490;28.505;28.505;28.505;22.380;23.771;23.771;30.999;30.999;30.999
00:00:08.750;116.170;121.290;120.810;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:08.760;122.290;129.410;125.290;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:08.770;109.730;122.490;114.970;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:08.780;117.050;121.690;119.850;28.505;28.505;28.505;23.771;23.771;23.771;30.999;30.999;30.999
00:00:08.790;117.770;122.170;123.370;28.505;28.505;28.505;23.400;23.771;23.400;30.999;30.999;30.999
00:00:08.800;124.890;128.930;124.290;28.505;28.505;28.505;23.400;23.400;23.400;30.999;30.999;30.999
00:00:08.810;109.730;121.010;116.250;28.505;28.505;28.505;23.400;23.400;23.400;30.999;30.999;30.999
00:00:08.820;118.050;122.770;120.170;28.505;28.505;28.505;23.400;23.400;23.400;30.999;30.999;30.999
00:00:08.830;115.450;119.450;120.810;28.505;28.505;28.505;23.400;23.400;23.400;30.999;30.999;30.999
00:00:08.840;120.810;130.810;125.570;28.505;28.505;28.505;22.620;23.400;22.620;30.999;30.999;30.999
00:00:08.850;112.690;122.170;117.770;28.505;28.505;28.505;22.620;22.620;22.620;30.999;30.999;30.999
